"","X1","X1_1","pid","condition","correct_button","rw","rt","response","age","grade","gender","condition_id","trial_accuracy","timepoint","School.Year","time","max","min","norm"
"1",6740,6763,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1370,370.878040790558,1,8,3,"M",21,NA,1,2017,2016-11-08,1390,190,0.983333333333333
"2",6741,6764,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1350,665.767967700958,1,8,3,"M",13,NA,1,2017,2016-11-08,1350,360,1
"3",6742,6765,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1070,680.916011333466,1,8,3,"M",20,NA,1,2017,2016-11-08,1350,360,0.717171717171717
"4",6743,6766,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",990,780.526995658875,1,8,3,"M",24,NA,1,2017,2016-11-08,1350,360,0.636363636363636
"5",6744,6767,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1250,789.223968982697,1,8,3,"M",24,NA,1,2017,2016-11-08,1890,190,0.623529411764706
"6",6745,6768,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1330,847.604990005493,1,8,3,"M",9,NA,1,2017,2016-11-08,1350,360,0.97979797979798
"7",6746,6769,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1360,852.249979972839,1,8,3,"M",22,NA,1,2017,2016-11-08,1390,190,0.975
"8",6747,6770,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1360,865.859985351562,1,8,3,"M",10,NA,1,2017,2016-11-08,1890,190,0.688235294117647
"9",6748,6771,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1340,868.900001049042,1,8,3,"M",14,NA,1,2017,2016-11-08,1350,360,0.98989898989899
"10",6749,6772,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1080,872.00403213501,1,8,3,"M",3,NA,1,2017,2016-11-08,1390,190,0.741666666666667
"11",6750,6773,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1030,913.86204957962,1,8,3,"M",23,NA,1,2017,2016-11-08,1350,360,0.676767676767677
"12",6751,6774,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1390,920.166015625,1,8,3,"M",24,NA,1,2017,2016-11-08,1390,190,1
"13",6752,6775,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1350,921.117007732391,1,8,3,"M",15,NA,1,2017,2016-11-08,1890,190,0.682352941176471
"14",6753,6776,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1220,937.597990036011,1,8,3,"M",17,NA,1,2017,2016-11-08,1390,190,0.858333333333333
"15",6754,6777,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1150,939.828038215637,1,8,3,"M",6,NA,1,2017,2016-11-08,1390,190,0.8
"16",6755,6778,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1140,953.220963478088,1,8,3,"M",11,NA,1,2017,2016-11-08,1390,190,0.791666666666667
"17",6756,6779,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1330,959.717988967896,1,8,3,"M",15,NA,1,2017,2016-11-08,1350,360,0.97979797979798
"18",6757,6780,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1340,963.402986526489,1,8,3,"M",8,NA,1,2017,2016-11-08,1350,360,0.98989898989899
"19",6758,6781,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1050,965.565979480743,1,8,3,"M",22,NA,1,2017,2016-11-08,1350,360,0.696969696969697
"20",6759,6782,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1060,982.973992824554,1,8,3,"M",21,NA,1,2017,2016-11-08,1350,360,0.707070707070707
"21",6760,6783,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1370,1004.69702482223,1,8,3,"M",14,NA,1,2017,2016-11-08,1890,190,0.694117647058824
"22",6761,6784,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1130,1024.37895536423,1,8,3,"M",12,NA,1,2017,2016-11-08,1390,190,0.783333333333333
"23",6762,6785,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1220,1049.48598146439,1,8,3,"M",22,NA,1,2017,2016-11-08,1890,190,0.605882352941176
"24",6763,6786,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1150,1058.51501226425,1,8,3,"M",14,NA,1,2017,2016-11-08,1390,190,0.8
"25",6764,6787,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1140,1058.7739944458,1,8,3,"M",7,NA,1,2017,2016-11-08,1390,190,0.791666666666667
"26",6765,6788,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2300,1059.75300073624,1,8,3,"M",10,NA,1,2017,2016-11-08,4370,760,0.426592797783933
"27",6766,6789,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1310,1074.20402765274,1,8,3,"M",6,NA,1,2017,2016-11-08,1890,190,0.658823529411765
"28",6767,6790,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1150,1076.72303915024,1,8,3,"M",10,NA,1,2017,2016-11-08,1390,190,0.8
"29",6768,6791,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1190,1082.30900764465,1,8,3,"M",18,NA,1,2017,2016-11-08,1350,360,0.838383838383838
"30",6769,6792,"ADMIN-UCSF-bo028","BOXED_Feature_4","correct",1130,1088.8170003891,1,8,3,"M",8,NA,1,2017,2016-11-08,1390,190,0.783333333333333
"31",6770,6793,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1270,1099.28303956985,1,8,3,"M",17,NA,1,2017,2016-11-08,1350,360,0.919191919191919
"32",6771,6794,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1390,1161.26704216003,1,8,3,"M",12,NA,1,2017,2016-11-08,1890,190,0.705882352941177
"33",6772,6795,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1310,1167.72603988648,1,8,3,"M",10,NA,1,2017,2016-11-08,1350,360,0.95959595959596
"34",6773,6796,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1230,1179.10701036453,1,8,3,"M",21,NA,1,2017,2016-11-08,1890,190,0.611764705882353
"35",6774,6797,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1310,1180.71699142456,1,8,3,"M",16,NA,1,2017,2016-11-08,1350,360,0.95959595959596
"36",6775,6798,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1320,1194.85199451447,1,8,3,"M",5,NA,1,2017,2016-11-08,1890,190,0.664705882352941
"37",6776,6799,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1350,1197.90297746658,1,8,3,"M",7,NA,1,2017,2016-11-08,1350,360,1
"38",6777,6800,"ADMIN-UCSF-bo028","BOXED_Feature_12","correct",1320,1202.83401012421,1,8,3,"M",5,NA,1,2017,2016-11-08,1350,360,0.96969696969697
"39",6778,6801,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1230,1203.59396934509,1,8,3,"M",17,NA,1,2017,2016-11-08,1890,190,0.611764705882353
"40",6779,6802,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1300,1277.66001224518,1,8,3,"M",7,NA,1,2017,2016-11-08,1890,190,0.652941176470588
"41",6780,6803,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1310,1291.08101129532,1,8,3,"M",16,NA,1,2017,2016-11-08,1890,190,0.658823529411765
"42",6781,6804,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","correct",1380,1370.95099687576,1,8,3,"M",13,NA,1,2017,2016-11-08,1890,190,0.7
"43",6782,6805,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2510,1489.09395933151,1,8,3,"M",18,NA,1,2017,2016-11-08,4370,760,0.484764542936288
"44",6783,6806,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2270,1541.77898168564,1,8,3,"M",8,NA,1,2017,2016-11-08,4370,760,0.418282548476454
"45",6784,6807,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2450,1553.88098955154,1,8,3,"M",14,NA,1,2017,2016-11-08,4370,760,0.46814404432133
"46",6785,6808,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2650,1655.03203868866,1,8,3,"M",23,NA,1,2017,2016-11-08,4370,760,0.523545706371191
"47",6786,6809,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2280,1734.44896936417,1,8,3,"M",7,NA,1,2017,2016-11-08,4370,760,0.421052631578947
"48",6787,6810,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2660,1818.88198852539,1,8,3,"M",22,NA,1,2017,2016-11-08,4370,760,0.526315789473684
"49",6788,6811,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2640,1938.93104791641,1,8,3,"M",24,NA,1,2017,2016-11-08,4370,760,0.520775623268698
"50",6789,6812,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2440,2336.83300018311,1,8,3,"M",15,NA,1,2017,2016-11-08,4370,760,0.465373961218837
"51",6790,6813,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","correct",2620,2536.8680357933,1,8,3,"M",25,NA,1,2017,2016-11-08,4370,760,0.515235457063712
"52",6791,6814,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1250,39.63303565979,0,8,3,"M",19,NA,1,2017,2016-11-08,1390,190,0.883333333333333
"53",6792,6815,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1110,308.828949928284,0,8,3,"M",5,NA,1,2017,2016-11-08,1390,190,0.766666666666667
"54",6793,6816,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1350,580.639958381653,0,8,3,"M",23,NA,1,2017,2016-11-08,1390,190,0.966666666666667
"55",6794,6817,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","incorrect",1160,596.637010574341,0,8,3,"M",4,NA,1,2017,2016-11-08,4370,760,0.110803324099723
"56",6795,6818,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1180,751.399993896484,0,8,3,"M",16,NA,1,2017,2016-11-08,1390,190,0.825
"57",6796,6819,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1380,751.625001430511,0,8,3,"M",25,NA,1,2017,2016-11-08,1390,190,0.991666666666667
"58",6797,6820,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1310,796.279013156891,0,8,3,"M",6,NA,1,2017,2016-11-08,1350,360,0.95959595959596
"59",6798,6821,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1290,852.826952934265,0,8,3,"M",20,NA,1,2017,2016-11-08,1390,190,0.916666666666667
"60",6799,6822,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1210,871.903002262115,0,8,3,"M",18,NA,1,2017,2016-11-08,1390,190,0.85
"61",6800,6823,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1030,873.81899356842,0,8,3,"M",19,NA,1,2017,2016-11-08,1350,360,0.676767676767677
"62",6801,6824,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","incorrect",1320,936.339020729065,0,8,3,"M",5,NA,1,2017,2016-11-08,4370,760,0.155124653739612
"63",6802,6825,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1000,973.830997943878,0,8,3,"M",1,NA,1,2017,2016-11-08,1890,190,0.476470588235294
"64",6803,6826,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1000,1002.78598070145,0,8,3,"M",1,NA,1,2017,2016-11-08,1350,360,0.646464646464647
"65",6804,6827,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1070,1007.92801380158,0,8,3,"M",4,NA,1,2017,2016-11-08,1390,190,0.733333333333333
"66",6805,6828,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",910,1041.47100448608,0,8,3,"M",25,NA,1,2017,2016-11-08,1350,360,0.555555555555556
"67",6806,6829,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1140,1083.29200744629,0,8,3,"M",15,NA,1,2017,2016-11-08,1390,190,0.791666666666667
"68",6807,6830,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1080,1115.82499742508,0,8,3,"M",3,NA,1,2017,2016-11-08,1350,360,0.727272727272727
"69",6808,6831,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1310,1116.7379617691,0,8,3,"M",12,NA,1,2017,2016-11-08,1350,360,0.95959595959596
"70",6809,6832,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1040,1135.45095920563,0,8,3,"M",2,NA,1,2017,2016-11-08,1350,360,0.686868686868687
"71",6810,6833,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1350,1142.265021801,0,8,3,"M",11,NA,1,2017,2016-11-08,1890,190,0.682352941176471
"72",6811,6834,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1070,1168.70599985123,0,8,3,"M",18,NA,1,2017,2016-11-08,1890,190,0.517647058823529
"73",6812,6835,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1110,1171.79602384567,0,8,3,"M",9,NA,1,2017,2016-11-08,1390,190,0.766666666666667
"74",6813,6836,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1110,1189.07201290131,0,8,3,"M",13,NA,1,2017,2016-11-08,1390,190,0.766666666666667
"75",6814,6837,"ADMIN-UCSF-bo028","BOXED_Feature_4","incorrect",1040,1197.78597354889,0,8,3,"M",2,NA,1,2017,2016-11-08,1390,190,0.708333333333333
"76",6815,6838,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1110,1227.07504034042,0,8,3,"M",19,NA,1,2017,2016-11-08,1890,190,0.541176470588235
"77",6816,6839,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1240,1260.96397638321,0,8,3,"M",25,NA,1,2017,2016-11-08,1890,190,0.617647058823529
"78",6817,6840,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1210,1271.92199230194,0,8,3,"M",23,NA,1,2017,2016-11-08,1890,190,0.6
"79",6818,6841,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1280,1309.17799472809,0,8,3,"M",8,NA,1,2017,2016-11-08,1890,190,0.641176470588235
"80",6819,6842,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1150,1310.2599978447,0,8,3,"M",20,NA,1,2017,2016-11-08,1890,190,0.564705882352941
"81",6820,6843,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1270,1314.65703248978,0,8,3,"M",11,NA,1,2017,2016-11-08,1350,360,0.919191919191919
"82",6821,6844,"ADMIN-UCSF-bo028","BOXED_Feature_12","incorrect",1160,1332.69500732422,0,8,3,"M",4,NA,1,2017,2016-11-08,1350,360,0.808080808080808
"83",6822,6845,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1040,1389.75298404694,0,8,3,"M",2,NA,1,2017,2016-11-08,1890,190,0.5
"84",6823,6846,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","incorrect",1160,1403.23996543884,0,8,3,"M",4,NA,1,2017,2016-11-08,1890,190,0.570588235294118
"85",6824,6847,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","incorrect",2260,1505.3099989891,0,8,3,"M",9,NA,1,2017,2016-11-08,4370,760,0.415512465373961
"86",6825,6848,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","incorrect",2470,1986.84298992157,0,8,3,"M",17,NA,1,2017,2016-11-08,4370,760,0.473684210526316
"87",6826,6849,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","incorrect",2500,2523.37503433227,0,8,3,"M",19,NA,1,2017,2016-11-08,4370,760,0.481994459833795
"88",6827,6850,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",1000,1500,0,8,3,"M",1,NA,1,2017,2016-11-08,4370,760,0.0664819944598338
"89",6828,6851,"ADMIN-UCSF-bo028","BOXED_Feature_4","no_response",1000,1500,0,8,3,"M",1,NA,1,2017,2016-11-08,1390,190,0.675
"90",6829,6852,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","no_response",1080,1500,0,8,3,"M",3,NA,1,2017,2016-11-08,1890,190,0.523529411764706
"91",6830,6853,"ADMIN-UCSF-bo028","BOXED_Conjunction_4","no_response",1320,1500,0,8,3,"M",9,NA,1,2017,2016-11-08,1890,190,0.664705882352941
"92",6831,6854,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",1080,1500,0,8,3,"M",3,NA,1,2017,2016-11-08,4370,760,0.0886426592797784
"93",6832,6855,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",1040,1500,0,8,3,"M",2,NA,1,2017,2016-11-08,4370,760,0.0775623268698061
"94",6833,6856,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",1640,1640,0,8,3,"M",6,NA,1,2017,2016-11-08,4370,760,0.243767313019391
"95",6834,6857,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",2290,2300,0,8,3,"M",11,NA,1,2017,2016-11-08,4370,760,0.42382271468144
"96",6835,6858,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",2330,2330,0,8,3,"M",12,NA,1,2017,2016-11-08,4370,760,0.434903047091413
"97",6836,6859,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",2370,2370,0,8,3,"M",13,NA,1,2017,2016-11-08,4370,760,0.445983379501385
"98",6837,6860,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",2430,2450,0,8,3,"M",16,NA,1,2017,2016-11-08,4370,760,0.462603878116344
"99",6838,6861,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",2540,2540,0,8,3,"M",20,NA,1,2017,2016-11-08,4370,760,0.493074792243767
"100",6839,6862,"ADMIN-UCSF-bo028","BOXED_Conjunction_12","no_response",2580,2580,0,8,3,"M",21,NA,1,2017,2016-11-08,4370,760,0.50415512465374
"101",6840,6863,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",940,451.552987098694,1,8,3,"M",10,NA,1,2017,2016-11-08,1270,180,0.697247706422018
"102",6841,6864,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",860,508.615970611572,1,8,3,"M",22,NA,1,2017,2016-11-08,2120,480,0.231707317073171
"103",6842,6865,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",830,518.212020397186,1,8,3,"M",3,NA,1,2017,2016-11-08,2120,480,0.213414634146341
"104",6843,6866,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",780,530.095994472504,1,8,3,"M",15,NA,1,2017,2016-11-08,1270,180,0.55045871559633
"105",6844,6867,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",940,554.084002971649,1,8,3,"M",6,NA,1,2017,2016-11-08,1270,180,0.697247706422018
"106",6845,6868,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",750,561.199009418488,1,8,3,"M",23,NA,1,2017,2016-11-08,1270,180,0.522935779816514
"107",6846,6869,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",730,561.668992042542,1,8,3,"M",25,NA,1,2017,2016-11-08,1270,180,0.504587155963303
"108",6847,6870,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",900,565.73897600174,1,8,3,"M",13,NA,1,2017,2016-11-08,1270,180,0.660550458715596
"109",6848,6871,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",790,599.233984947205,1,8,3,"M",2,NA,1,2017,2016-11-08,1270,180,0.559633027522936
"110",6849,6872,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",920,633.894026279449,1,8,3,"M",8,NA,1,2017,2016-11-08,1270,180,0.678899082568807
"111",6850,6873,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",740,644.770979881287,1,8,3,"M",24,NA,1,2017,2016-11-08,1270,180,0.513761467889908
"112",6851,6874,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",920,648.437023162842,1,8,3,"M",12,NA,1,2017,2016-11-08,1270,180,0.678899082568807
"113",6852,6875,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",950,659.14398431778,1,8,3,"M",15,NA,1,2017,2016-11-08,2120,480,0.286585365853659
"114",6853,6876,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",840,670.383036136627,1,8,3,"M",2,NA,1,2017,2016-11-08,2120,480,0.219512195121951
"115",6854,6877,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",800,670.728027820587,1,8,3,"M",1,NA,1,2017,2016-11-08,1270,180,0.568807339449541
"116",6855,6878,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",700,676.939010620117,1,8,3,"M",18,NA,1,2017,2016-11-08,1270,180,0.477064220183486
"117",6856,6879,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",720,693.185031414032,1,8,3,"M",21,NA,1,2017,2016-11-08,1270,180,0.495412844036697
"118",6857,6880,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",730,711.897969245911,1,8,3,"M",20,NA,1,2017,2016-11-08,1270,180,0.504587155963303
"119",6858,6881,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",750,713.131010532379,1,8,3,"M",18,NA,1,2017,2016-11-08,2120,480,0.164634146341463
"120",6859,6882,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",710,713.231980800629,0,8,3,"M",22,NA,1,2017,2016-11-08,1270,180,0.486238532110092
"121",6860,6883,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",690,714.806973934174,0,8,3,"M",19,NA,1,2017,2016-11-08,1270,180,0.467889908256881
"122",6861,6884,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",970,715.196013450623,1,8,3,"M",7,NA,1,2017,2016-11-08,2120,480,0.298780487804878
"123",6862,6885,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",930,716.262996196747,1,8,3,"M",7,NA,1,2017,2016-11-08,1270,180,0.688073394495413
"124",6863,6886,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",870,728.073000907898,1,8,3,"M",16,NA,1,2017,2016-11-08,2120,480,0.23780487804878
"125",6864,6887,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",930,732.351958751678,1,8,3,"M",11,NA,1,2017,2016-11-08,1270,180,0.688073394495413
"126",6865,6888,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",620,761.72000169754,0,8,3,"M",16,NA,1,2017,2016-11-08,1270,180,0.403669724770642
"127",6866,6889,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",930,788.214027881622,1,8,3,"M",25,NA,1,2017,2016-11-08,2120,480,0.274390243902439
"128",6867,6890,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","correct",860,806.082963943481,1,8,3,"M",14,NA,1,2017,2016-11-08,1270,180,0.623853211009174
"129",6868,6891,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",960,831.537008285522,1,8,3,"M",8,NA,1,2017,2016-11-08,2120,480,0.292682926829268
"130",6869,6892,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",1010,864.606022834778,1,8,3,"M",13,NA,1,2017,2016-11-08,2120,480,0.323170731707317
"131",6870,6893,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",1020,866.427004337311,1,8,3,"M",12,NA,1,2017,2016-11-08,2120,480,0.329268292682927
"132",6871,6894,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",1030,867.601990699768,1,8,3,"M",11,NA,1,2017,2016-11-08,2120,480,0.335365853658537
"133",6872,6895,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",710,878.20702791214,0,8,3,"M",17,NA,1,2017,2016-11-08,2120,480,0.140243902439024
"134",6873,6896,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","correct",990,981.63503408432,1,8,3,"M",14,NA,1,2017,2016-11-08,2120,480,0.310975609756098
"135",6874,6897,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",800,40.4880046844482,0,8,3,"M",1,NA,1,2017,2016-11-08,2120,480,0.195121951219512
"136",6875,6898,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",740,145.839989185333,0,8,3,"M",19,NA,1,2017,2016-11-08,2120,480,0.158536585365854
"137",6876,6899,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","incorrect",780,337.720036506653,0,8,3,"M",3,NA,1,2017,2016-11-08,1270,180,0.55045871559633
"138",6877,6900,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",780,512.177050113678,0,8,3,"M",20,NA,1,2017,2016-11-08,2120,480,0.182926829268293
"139",6878,6901,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",890,606.796979904175,0,8,3,"M",24,NA,1,2017,2016-11-08,2120,480,0.25
"140",6879,6902,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",810,643.332958221436,0,8,3,"M",4,NA,1,2017,2016-11-08,2120,480,0.201219512195122
"141",6880,6903,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",890,679.18598651886,0,8,3,"M",6,NA,1,2017,2016-11-08,2120,480,0.25
"142",6881,6904,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",850,695.855021476746,0,8,3,"M",23,NA,1,2017,2016-11-08,2120,480,0.225609756097561
"143",6882,6905,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",950,714.50001001358,0,8,3,"M",9,NA,1,2017,2016-11-08,2120,480,0.286585365853659
"144",6883,6906,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","incorrect",900,717.88102388382,0,8,3,"M",9,NA,1,2017,2016-11-08,1270,180,0.660550458715596
"145",6884,6907,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",990,744.302988052368,0,8,3,"M",10,NA,1,2017,2016-11-08,2120,480,0.310975609756098
"146",6885,6908,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","incorrect",660,840.938985347748,0,8,3,"M",17,NA,1,2017,2016-11-08,1270,180,0.440366972477064
"147",6886,6909,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","incorrect",820,944.227993488312,0,8,3,"M",21,NA,1,2017,2016-11-08,2120,480,0.207317073170732
"148",6887,6910,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","no_response",820,840,0,8,3,"M",4,NA,1,2017,2016-11-08,1270,180,0.587155963302752
"149",6888,6911,"ADMIN-UCSF-bo028","FLANKER_CONGRUENT","no_response",860,860,0,8,3,"M",5,NA,1,2017,2016-11-08,1270,180,0.623853211009174
"150",6889,6912,"ADMIN-UCSF-bo028","FLANKER_INCONGRUENT","no_response",850,940,0,8,3,"M",5,NA,1,2017,2016-11-08,2120,480,0.225609756097561
"151",6890,6913,"ADMIN-UCSF-bo028","SAAT_impulsive","correct",380,0,1,8,3,"M",13,"Correct Rejection",1,2017,2016-11-08,1040,160,0.25
"152",6891,6914,"ADMIN-UCSF-bo028","SAAT_sustained","correct",600,0,1,8,3,"M",1,"Correct Rejection",1,2017,2016-11-08,910,280,0.507936507936508
"153",6892,6915,"ADMIN-UCSF-bo028","SAAT_sustained","correct",600,0,1,8,3,"M",2,"Correct Rejection",1,2017,2016-11-08,910,280,0.507936507936508
"154",6893,6916,"ADMIN-UCSF-bo028","SAAT_sustained","correct",600,0,1,8,3,"M",3,"Correct Rejection",1,2017,2016-11-08,910,280,0.507936507936508
"155",6894,6917,"ADMIN-UCSF-bo028","SAAT_sustained","correct",600,0,1,8,3,"M",4,"Correct Rejection",1,2017,2016-11-08,910,280,0.507936507936508
